Tech_ID,Depot_Assigned,Years of Exp,SkillSet,Rate per hour
T2879,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T2880,"CJ44+289, Maruthi Nagar, Kampli, Karnataka 583132, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T2881,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",3,Equipment installation,Rs.500
T2882,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T2883,"WMHG+X59, Bellandur Main Rd, Bellandur, Bengaluru, Karnataka 560107",4,Equipment installation,Rs.500
T2884,"Public Ground, Laksmi shiva talkies road, traffic police station road, near, Old Office Road, B.T.Patil Nagar, Koppal, Karnataka 583231, India",1,Equipment installation,Rs.500
T2885,"JM35+VJP, Karatagi, Karnataka 583229, India",3,Equipment installation,Rs.500
T2886,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",1,Equipment installation,Rs.500
T2887,"8XQ4+HCW, Mudalagi, Karnataka 591312, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T2888,"57HJ+MW7, Main Road, Sedam, Karnataka 585222, India",3,Equipment installation,Rs.500
T2889,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",2,Equipment installation,Rs.500
T2890,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T2891,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",2,Equipment installation,Rs.500
T2892,"H93P+R8J, Kurunjibhag, Sulya, Karnataka 574327, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T2893,"X28C+HH3, Yaragatti, Karnataka 591129, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T2894,"QQ94+Q6F, Taluk panchayat, Sindhanur, Karnataka 584128, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T2895,"8M77+322, Nazarbad, Mysuru, Karnataka 570010, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T2896,"VG86+HWR, NH 4A, Khade Bazar, Raviwar Peth, Belagavi, Karnataka 590001, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T2897,"8M77+322, Nazarbad, Mysuru, Karnataka 570010, India",2,Equipment installation,Rs.500
T2898,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",2,Equipment installation,Rs.500
T2899,"X2XR+CW6, Manvi, Karnataka 584123, India",1,Equipment installation,Rs.500
T2900,"6HPM+Q86, near:police station Shirahatti. dist:, Shirahatti, Karnataka, India",1,Equipment installation,Rs.500
T2901,"VG86+HWR, NH 4A, Khade Bazar, Raviwar Peth, Belagavi, Karnataka 590001, India",3,Equipment installation,Rs.500
T2902,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",2,Equipment installation,Rs.500
T2903,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",2,Equipment installation,Rs.500
T2904,"6V6M+4MV, Arabhavi - Challakere Rd, Laxmi chalapati Nagar, Mundargi, Karnataka 582118, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T2905,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585402",4,Equipment installation,Rs.500
T2906,"8M77+322, Nazarbad, Mysuru, Karnataka 570010, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T2907,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T2908,"88, Borewell Rd, Palm Meadows, Dodsworth Layout, Whitefield, Bengaluru, Karnataka 560111",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T2909,"FC79+99R, Chincholi, Karnataka 585307, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T2910,"8M77+322, Nazarbad, Mysuru, Karnataka 570010, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T2911,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T2912,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T2913,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",2,Equipment installation,Rs.500
T2914,"VG86+HWR, NH 4A, Khade Bazar, Raviwar Peth, Belagavi, Karnataka 590001, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T2915,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",1,Equipment installation,Rs.500
T2916,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585336",4,Equipment installation,Rs.500
T2917,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T2918,"Q9QX+W4Q, PB Rd, Vidya Nagar, Haveri, Karnataka 581110, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T2919,"WM8G+RW4, Badami, Karnataka 587201, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T2920,"Q9QX+W4Q, PB Rd, Vidya Nagar, Haveri, Karnataka 581110, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T2921,"FW99+HFM, M B Kere, Jalinagar, Davanagere, Karnataka 577001, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T2922,"WHPG+VH4, SH 25, Basavanagudi, Shivamogga, Karnataka 577201, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T2923,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T2924,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585537",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T2925,"5R8C+F2 Gokak, Karnataka, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T2926,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",3,Equipment installation,Rs.500
T2927,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T2928,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T2929,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T2930,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",3,Equipment installation,Rs.500
T2931,"834/779, SH 9, Gauribidanur, Karnataka 561208, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T2932,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T2933,"F234+6PQ, Railway Station Rd, UB Hills, Malmaddi, Dharwad, Karnataka 580001, India",4,Equipment installation,Rs.500
T2934,"Post office, Sirwar, Karnataka 584129, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T2935,"Indira Nagar Rd, Indira Nagar, Chikodi, Karnataka 591201, India",1,Equipment installation,Rs.500
T2936,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T2937,"8M77+322, Nazarbad, Mysuru, Karnataka 570010, India",4,Equipment installation,Rs.500
T2938,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",3,Equipment installation,Rs.500
T2939,"6HPM+Q86, near:police station Shirahatti. dist:, Shirahatti, Karnataka, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T2940,"8M77+322, Nazarbad, Mysuru, Karnataka 570010, India",3,Equipment installation,Rs.500
T2941,"JJCM+348, Station Rd, Vageesh Nagar, Ranebennur, Karnataka 581115, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T2942,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T2943,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T2944,"HHC8+7R5, Aland, Karnataka 585302, India",1,Equipment installation,Rs.500
T2945,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",3,Equipment installation,Rs.500
T2946,"PXQG+6GW, Gajendragad, Karnataka 582114, India",3,Equipment installation,Rs.500
T2947,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T2948,"88, Borewell Rd, Palm Meadows, Dodsworth Layout, Whitefield, Bengaluru, Karnataka 560088",4,Equipment installation,Rs.500
T2949,"Indira Nagar Rd, Indira Nagar, Chikodi, Karnataka 591201, India",4,Equipment installation,Rs.500
T2950,"CPGQ+GJW, Alnavar, Karnataka 581103, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T2951,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585272",4,Equipment installation,Rs.500
T2952,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585197",2,Equipment installation,Rs.500
T2953,"JJCM+348, Station Rd, Vageesh Nagar, Ranebennur, Karnataka 581115, India",4,Equipment installation,Rs.500
T2954,"5RX2+33F, Court Rd, Virajpet, Karnataka 571218, India",3,Equipment installation,Rs.500
T2955,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585547",4,Equipment installation,Rs.500
T2956,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T2957,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T2958,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T2959,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",3,Equipment installation,Rs.500
T2960,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585360",4,Equipment installation,Rs.500
T2961,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585498",5,"Equipment Installation, Low Voltage Repair",Rs.750
T2962,"8M77+322, Nazarbad, Mysuru, Karnataka 570010, India",4,Equipment installation,Rs.500
T2963,"834/779, SH 9, Gauribidanur, Karnataka 561208, India",3,Equipment installation,Rs.500
T2964,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T2965,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",1,Equipment installation,Rs.500
T2966,"PXQG+6GW, Gajendragad, Karnataka 582114, India",3,Equipment installation,Rs.500
T2967,"8M77+322, Nazarbad, Mysuru, Karnataka 570010, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T2968,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",2,Equipment installation,Rs.500
T2969,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",2,Equipment installation,Rs.500
T2970,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",4,Equipment installation,Rs.500
T2971,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T2972,"Pampa Nagar, Koppal, SH-130, Kanakagiri Gangavathi Munirabad Road, Gangavathi, Gangavathi, Karnataka 583227, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T2973,"3HXV+35F, NES Office Rd, Suggappa Layout, East Colony, Yelahanka New Town, Bengaluru, Karnataka 560064, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T2974,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",1,Equipment installation,Rs.500
T2975,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T2976,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T2977,"3QMW+QV2, SH 70, Karnad, Mulki, Karnataka 574154, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T2978,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585295",2,Equipment installation,Rs.500
T2979,"8PVQ+4JV, Circuit House Rd, Bananje, Udupi, Karnataka 576101, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T2980,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T2981,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T2982,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T2983,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T2984,"5R8C+F2 Gokak, Karnataka, India",3,Equipment installation,Rs.500
T2985,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T2986,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T2987,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",2,Equipment installation,Rs.500
T2988,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",1,Equipment installation,Rs.500
T2989,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585503",6,"Equipment Installation, Low Voltage Repair",Rs.750
T2990,"M624+HMR, SH17, Channapatna, Karnataka 562160, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T2991,"H955+2CQ, hubli solalapur road, Navalgund, Karnataka 582208, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T2992,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",3,Equipment installation,Rs.500
T2993,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585168",3,Equipment installation,Rs.500
T2994,"RQM5+9MQ, Nagamangala, Karnataka 571432, India",3,Equipment installation,Rs.500
T2995,"CJMP+336, Station Rd, Basaveshwara Nagar, Gadag-Betageri, Karnataka 582101, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T2996,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585207",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T2997,"VG86+HWR, NH 4A, Khade Bazar, Raviwar Peth, Belagavi, Karnataka 590001, India",3,Equipment installation,Rs.500
T2998,"H93P+R8J, Kurunjibhag, Sulya, Karnataka 574327, India",3,Equipment installation,Rs.500
T2999,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T3000,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",3,Equipment installation,Rs.500
T3001,"9563+4P2, Kalgi, Karnataka 585324, India",4,Equipment installation,Rs.500
T3002,"8M77+322, Nazarbad, Mysuru, Karnataka 570010, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T3003,"84PH+GV4, Muddebihal, Karnataka 586212, India",1,Equipment installation,Rs.500
T3004,"8M77+322, Nazarbad, Mysuru, Karnataka 570010, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T3005,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585504",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T3006,"H93P+R8J, Kurunjibhag, Sulya, Karnataka 574327, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T3007,"WMHG+X59, Bellandur Main Rd, Bellandur, Bengaluru, Karnataka 560139",6,"Equipment Installation, Low Voltage Repair",Rs.750
T3008,"8W7R+Q6G, MG Rd, Gubbi, Karnataka 572216, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T3009,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",4,Equipment installation,Rs.500
T3010,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T3011,"5R8C+F2 Gokak, Karnataka, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T3012,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T3013,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",6,"Equipment Installation, Low Voltage Repair",Rs.750
T3014,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T3015,"88, Borewell Rd, Palm Meadows, Dodsworth Layout, Whitefield, Bengaluru, Karnataka 560162",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T3016,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",8,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T3017,"XHV2+982, Belalkanda, Bhatkal, Karnataka 581320, India",1,Equipment installation,Rs.500
T3018,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585127",6,"Equipment Installation, Low Voltage Repair",Rs.750
T3019,"F234+6PQ, Railway Station Rd, UB Hills, Malmaddi, Dharwad, Karnataka 580001, India",2,Equipment installation,Rs.500
T3020,"Block 3, Electronics City Phase 1, Electronic City, B-103, 2nd Cross Road, Electronics City Phase 1, Electronic City, Bengaluru, Karnataka 560197",6,"Equipment Installation, Low Voltage Repair",Rs.750
T3021,"VKG Nagar, Gulbarga, SH-22, Sindagi Kalaburagi Road, Afzalpur, Afzalpur, Karnataka 585301, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T3022,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585383",1,Equipment installation,Rs.500
T3023,"8R9J+CQG, Shambhognlli, Kalaburagi, Karnataka 585119",4,Equipment installation,Rs.500
T3024,"9/1, 19th Main Rd, 2nd Stage, Nagapura, Bengaluru, Karnataka 560010, India",2,Equipment installation,Rs.500
T3025,"3P7R+2CC, Bommenahalli, Sivas Rd, Bengaluru, Karnataka 560049, India",7,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T3026,"Q56X+8PP, Court Road, Puttur, Karnataka 574201, India",3,Equipment installation,Rs.500
T3027,"PFW7+522, Kadaba-Subrahmanya Rd, Kadaba, Karnataka 574221, India",4,Equipment installation,Rs.500
T3028,"Q42P+HFQ, Yadgir-Bidar Rd, Yadgiri, Karnataka 585201, India",3,Equipment installation,Rs.500
T3029,"F234+6PQ, Railway Station Rd, UB Hills, Malmaddi, Dharwad, Karnataka 580001, India",5,"Equipment Installation, Low Voltage Repair",Rs.750
T3030,"QQ94+Q6F, Taluk panchayat, Sindhanur, Karnataka 584128, India",9,"Equipment Installation, Low Voltage Repair, High Voltage Repair",Rs.1000
T3031,"WF7P+FRV, bmtc bus station, Kengeri, Bengaluru, Karnataka 560026, India",1,Equipment installation,Rs.500
T3032,"CJMP+336, Station Rd, Basaveshwara Nagar, Gadag-Betageri, Karnataka 582101, India",4,Equipment installation,Rs.500
